1	1.0092083333
2	1.0036666667
3	1.0037916667
4	1.00525
5	1.003
6	1.0034583333
7	1.0045
8	1.0030833333
9	0.999875
10	1.00325
11	1.0039166667
12	1.0052916667
13	1.004625
14	1.005125
15	1.0048333333
16	1.002125
17	1.0054583333
18	1.002875
19	1.00375
20	1.0037916667
21	1.0030416667
22	1.0044583333
23	1.007625
24	1.0064166667
25	1.0059166667
26	1.007625
27	1.00475
28	1.0071666667
29	1.006875
30	1.0025833333
31	1.002875
32	1.0054166667
33	1.0028333333
34	1.00375
35	1.0023333333
36	1.004125
37	1.003875
38	1.0077083333
39	1.0026666667
40	1.005875


1	0.9960416667
2	1.048625
3	1.0874583333
4	0.9578333333
5	0.945
6	0.933625
7	1.0417083333
8	1.0463333333
9	1.0140416667
10	0.9805416667
11	0.9805833333
12	0.9374166667
13	0.8766666667
14	1.0144583333
15	1.001
16	0.9806666667
17	0.9938333333
18	1.0332083333
19	1.0565416667
20	1.0291666667
21	1.0369166667
22	1.0511666667
23	1.09575
24	1.0641666667
25	1.0262083333
26	1.072625
27	1.1065833333
28	0.963875
29	1.003875
30	0.9607083333
31	1.038125
32	0.9531666667
33	0.9047916667
34	0.9945833333
35	0.9474583333
36	0.9935
37	1.0350833333
38	0.9116666667
39	1.004
40	0.9114166667


1	1.01875
2	1.0260833333
3	1.2049583333
4	0.838375
5	0.8552916667
6	1.3496666667
7	1.1475
8	1.1624166667
9	1.4225416667
10	0.6582916667
11	0.9259166667
12	1.0247083333
13	0.9435833333
14	0.9840416667
15	0.9327083333
16	1.0043333333
17	0.9604583333
18	1.0039166667
19	1.250125
20	1.0388333333
21	1.5411666667
22	1.4687916667
23	0.9919166667
24	1.708125
25	1.71625
26	0.7972083333
27	0.4605416667
28	0.4571666667
29	1.1630833333
30	0.7317083333
31	1.0633333333
32	0.8925416667
33	1.423
34	1.0096666667
35	1.0912083333
36	1.0710833333
37	1.2145
38	1.1273333333
39	0.6719166667
40	1.5555833333


1	1.882
2	1.57525
3	0.772875
4	2.2283333333
5	1.4124583333
6	0.799375
7	1.3011666667
8	2.093125
9	1.920125
10	0.6484583333
11	0.8822083333
12	0.6346666667
13	0.6142083333
14	0.5033333333
15	0.9550833333
16	0.7075416667
17	0.7368333333
18	0.8800833333
19	0.7415
20	0.8610416667
21	0.8788333333
22	2.274375
23	1.8600833333
24	1.9869166667
25	2.209625
26	0.76475
27	1.066375
28	1.0342916667
29	1.7545833333
30	2.1193333333
31	2.459625
32	1.6214166667
33	1.9356666667
34	1.7069583333
35	1.7569583333
36	1.7894166667
37	1.5682916667
38	0.6935833333
39	0.7134166667
40	1.7426666667
