1	1.0325833333
2	1.0208333333
2	1.02025
3	1.015625
3	1.0220416667
4	1.0185416667
4	1.0205833333
5	1.023125
5	1.018875
6	1.0222083333
6	1.0184583333
7	1.0172083333
7	1.0147916667
8	1.0222916667
8	1.0230833333
9	1.0233333333
9	1.0217083333
10	1.0220833333
10	1.0254583333
11	1.0227083333
11	1.0193333333
12	1.0185
12	1.0344166667
13	1.023875
13	1.0224583333
14	1.0195833333
15	1.018375
15	1.0217916667
16	1.02
16	1.0194583333
17	1.024125
17	1.02025
18	1.022
18	1.0195416667
19	1.022875
19	1.0195416667
20	1.0176666667
20	1.0198333333
21	1.0200416667
22	1.0264166667
22	1.0192083333
23	1.0260833333
24	1.0197083333
24	1.0210833333
25	1.0204583333
25	1.0197083333
26	1.0197916667
26	1.0225833333
27	1.02025
28	1.024
28	1.02425
29	1.019
29	1.0207916667
30	1.0284583333
30	1.0174583333
31	1.0226666667
31	1.021625
32	1.0225
32	1.0206666667
33	1.0205833333
33	1.0189583333
34	1.0215
34	1.021625
35	1.0232083333
35	1.0199166667
36	1.018125
36	1.021125
37	1.02225
37	1.0195
38	1.0289583333
38	1.020875
39	1.0197916667
39	1.023
40	1.0230833333


1	1.121375
2	0.9142916667
2	0.8887916667
3	1.1090833333
3	1.128875
4	1.1994166667
4	1.0527083333
5	1.1600833333
5	1.1147916667
6	1.122625
6	1.116875
7	0.925375
8	1.0259166667
8	1.05275
9	0.9164583333
9	1.1140833333
10	1.117125
10	1.1217083333
11	1.0621666667
11	1.0615
12	0.84775
13	1.2098333333
13	0.8858333333
14	1.0704166667
14	0.9329166667
15	0.8095
15	1.0364166667
16	1.2070833333
16	1.2783333333
17	1.2254166667
17	1.062375
18	0.9101666667
19	1.1399583333
19	0.8742916667
20	1.0133333333
20	1.073
21	0.955125
21	1.0360416667
22	1.3874166667
23	1.11625
24	0.9167083333
26	1.0953333333
28	1.056875
29	1.0500416667
30	1.0863333333
31	1.0304166667


1	1.0325833333
2	1.0208333333
2	1.02025
3	1.015625
3	1.0220416667
4	1.0185416667
4	1.0205833333
5	1.023125
5	1.018875
6	1.0222083333
6	1.0184583333
7	1.0172083333
7	1.0147916667
8	1.0222916667
8	1.0230833333
9	1.0233333333
9	1.0217083333
11	0.678125
11	1.1082083333
11	1.2229583333
12	1.491625
12	1.0909166667
13	1.5431666667
13	0.9916666667
13	0.8182916667
14	1.0145
14	1.4245416667
14	1.421
14	1.374875
15	1.0185416667
15	1.06125
15	1.199625
16	1.021875
16	1.0454583333
16	0.6310416667
17	1.012625
17	0.75325
17	0.759125
18	1.021125
18	0.999875
18	1.290875
19	1.0225833333
19	1.0329583333
19	1.4331666667
19	0.9727083333


1	1.0325833333
2	1.0208333333
2	1.02025
3	1.015625
3	1.0220416667
4	1.0185416667
4	1.0205833333
5	1.023125
5	1.018875
6	1.0222083333
6	1.0184583333
7	1.0172083333
7	1.0147916667
8	1.0222916667
8	1.0230833333
9	1.0233333333
9	1.0217083333
11	1.0201666667
11	0.7422083333
12	1.022625
12	1.789125
13	1.0291666667
13	1.9599583333
13	2.0580416667
14	1.02025
14	2.1654166667
15	1.02925
15	1.41275
16	1.0174583333
16	0.9117916667
17	1.0263333333
17	1.551375

