1	1.0027083333
1	1.00525
2	1.0046666667
3	1.0050833333
3	1.0047916667
4	1.0045
4	1.0032916667
5	1.0014166667
5	1.0015416667
6	1.0037083333
8	1.0022083333
8	1.0023333333
9	1.0005416667
10	1.0041666667
11	1.00175
12	1.006625
13	1.002375
13	1.0049583333
14	1.0000833333
14	1.00125
15	1.00025
15	1.0031666667
16	1.0034166667
16	1.0060833333
17	1.002625
17	1.0015416667
18	1.0011666667
18	1.001875
19	1.0033333333
20	1.0001666667
20	1.003125
21	0.9988333333
21	1.0034583333
22	1.004
22	1.0022083333
23	1.00325
23	1.0020416667
24	1.0036666667
24	0.999
25	1.0025833333
25	1.0024583333
26	1.004
26	1.0006666667
27	1.00525
28	1.0010833333
29	1.00225
30	1.003375
31	1.004125
33	1.0023333333
34	1.00225
35	0.999875
36	1.002125
37	1.0015416667
38	1.0035416667
40	1.0041666667


2	1.0664583333
3	1.0075
4	1.0164166667
5	1.03075
6	0.9985416667
7	0.9810833333
8	1.042375
9	0.9375
10	0.9800833333
11	0.9720416667
12	1.0104583333
13	0.9734583333
14	1.0418333333
15	0.967625
16	1.0182083333
17	0.9975
18	0.9359583333
19	0.98625
20	1.0767916667
21	1.0722083333
22	0.9548333333
23	1.0360416667
24	0.8972916667
25	1.124625
26	0.9157083333
27	0.9625416667
28	0.9425
29	1.0041666667
30	0.9753333333
31	1.0509583333
32	1.033375
33	1.0428333333
34	1.066375
35	1.091125
36	1.0726666667
37	1.032125
38	1.0865833333
39	1.1455
40	1.0175833333


1	0.9359583333
2	1.1933333333
3	1.073625
4	1.0171666667
5	1.011375
6	1.0905833333
7	1.2467916667
8	0.9759166667
11	1.1277083333
12	1.0120416667
13	1.0974583333
15	1.2527916667
16	1.1375416667
17	0.8840833333
19	0.865625
20	1.1714166667
21	0.8987916667
22	1.0279166667
23	1.0862083333
24	1.4195416667
26	1.0284166667
27	1.1277083333
29	0.9088333333
30	1.0112083333
31	0.823
32	0.9755
33	1.1325833333
34	1.2975416667
35	1.217875
36	1.6715833333
38	1.3313333333
39	0.9159166667


1	1.0033333333
2	1.002125
3	1.0045833333
4	1.0057083333
5	1.0004166667
6	1.0035
7	1.0044166667
8	1.0028333333
9	1.002125
10	1.0035
11	1.2220833333
12	1.3397083333
13	1.259375
14	0.6755
15	1.0924166667
16	1.2507916667
17	1.8183333333
18	1.3437916667
19	1.1024583333
20	1.0712083333
21	1.3054583333
22	1.2244583333
23	1.5290833333
24	1.280875
25	2.0770416667
26	0.6505833333
27	0.904125
28	1.137375
29	1.67825
30	1.8021666667
31	1.0394166667
32	1.3273333333
33	1.196125
34	1.812375
35	0.9364166667
36	1.208125
37	1.1338333333
38	0.69125
39	1.5457083333
40	1.2023333333
