10	352
20	343
30	354
40	349
50	351
60	352
70	351
80	353
90	360
100	358
110	355
120	348
130	357
140	352
150	351
160	351
170	352
180	353
190	358
200	360
210	578
220	5165
230	7235
240	10455
250	25019
260	5723
270	355
280	352
290	353
300	341
310	354
320	353
330	356
340	356
350	355
360	354
370	353
380	352
390	354
400	357
410	358
420	357
430	355
440	355
450	345
460	350
470	356
480	344
490	356
500	353
510	357
520	363
530	356
540	354
550	357
560	343
570	356
580	357
590	354
600	356
610	353
620	340
630	352
640	353
650	352
660	355
670	351
680	359
690	354
700	352
710	357
720	352
730	354
740	358
750	345
760	356
770	352
780	5165
790	6238
800	10455
810	22957
820	4172
830	357
840	354
850	354
860	359
870	355
880	354
890	354
900	359
910	353
920	357
930	342
940	354
950	358
960	356
970	353
980	356
990	359
1000	352
1010	343
1020	356
1030	357
1040	348
1050	352
1060	358
1070	352
1080	351
1090	356
1100	355
