1	0.9824583333
2	0.9849583333
3	0.9877916667
4	0.9849583333
5	0.9862083333
6	0.9837916667
7	0.984375
8	0.9817083333
9	0.987125
10	0.9835833333
11	0.981625
12	0.9831666667
13	0.9815
14	0.9852083333
15	0.9839166667
16	0.9825
17	0.9824583333
18	0.9839166667
19	0.9852083333
20	0.9852083333
21	0.9842916667
22	0.9828333333
23	0.9835833333
24	0.9837083333
25	0.982
26	0.9812916667
27	0.9802916667
28	0.9774583333
29	0.9809166667
30	0.9809166667
31	0.9818333333
32	0.98125
33	0.9825
34	0.980375
35	0.982375
36	0.9822083333
37	0.9805833333
38	0.9805416667
39	0.9757083333
40	0.9798333333


1	1.1488333333
2	1.1045833333
3	0.93975
4	0.7804583333
5	0.9632083333
6	0.8522916667
7	1.1344166667
8	0.9929583333
9	1.1486666667
10	1.037875
11	0.8729166667
12	1.229375
13	0.87625
14	1.1041666667
15	0.8507083333
16	0.9974583333
17	1.0987083333
18	0.97375
19	0.8752083333
20	0.8358333333
21	0.9005416667
22	1.1994583333
23	1.026
24	0.9324583333
25	0.8164583333
26	1.096375
27	0.9403333333
28	0.9159166667
29	1.0005833333
30	1.0812916667
31	0.9537083333
32	1.0420416667
33	1.15975
34	0.8652083333
35	1.0278333333
36	1.143375
37	1.1384166667
38	1.0712916667
39	0.97275
40	1.0216666667


1	0.96225
2	1.0209166667
3	1.000375
4	1.1299166667
5	0.9348333333
6	1.0363333333
7	0.953
8	1.0193333333
9	0.9656666667
10	0.8980833333
11	0.96425
12	0.9394166667
13	0.879375
14	0.9573333333
15	0.9980416667
16	0.942
17	0.9454166667
18	1.001625
19	0.9946666667
20	1.00375
21	0.95375
22	1.0377083333
23	0.968
24	0.92975
25	1.0091666667
26	0.93175
27	0.9686666667
28	0.9047083333
29	0.9207916667
30	0.9715833333
31	0.9000416667
32	0.9392083333
33	0.934625
34	0.9910416667
35	0.929
36	0.99675
37	0.9434583333
38	1.0337083333
39	0.9865833333


1	0.830125
2	0.8675416667
3	0.9430416667
4	0.8654583333
5	1.0249583333
6	0.9763333333
7	1.091125
8	1.0067916667
9	1.1273333333
10	1.0014583333
11	1.0865833333
12	1.002625
13	1.048
14	0.973
15	0.9645
16	0.9459583333
17	0.9390833333
18	0.927375
19	0.9961666667
20	0.9691666667
21	1.0319583333
22	0.999875
23	1.077
24	1.0420833333
25	1.111875
26	1.038625
27	1.107125
28	1.0174166667
29	0.9780416667
30	1.0009166667
31	0.9495833333
32	0.9504166667
33	0.903625
34	0.9045833333
35	0.9206666667
36	0.9072916667
37	0.9116666667
38	0.96175
39	0.9627916667
40	0.97975
