# X   Y
10      611             
50      641             
100     675             
500     797             
1000    1164            
5000    1740            
            

10      560             
50      583             
100     622             
500     781             
1000    1139            
5000    1847            

            
10      835             
50      918             
100     974             
500     1002            
1000    1226            
5000    1801            
