-1415,1612,17863,214,6,17991
-520,1179,14844,184,7,14899
-107,1018,15206,215,6,15240
449,-1551,14040,238,5,14132
-993,2729,16718,185,7,16968
-1588,530,15310,216,6,15401
-661,384,17289,239,5,17305
-642,1566,16920,186,7,17004
-1163,2523,17085,217,6,17309
-743,-1790,12218,240,5,12370
-294,-198,15860,187,7,15863
-1106,1132,16293,218,6,16369
-756,-1224,17897,241,5,17954
-794,2194,15551,219,6,15725
760,-1687,17298,242,5,17396
-1008,1560,13510,189,7,13637
584,1374,15550,220,6,15621
1131,-373,12002,243,5,12060
-1983,1311,15935,190,7,16111
-1890,2159,15314,221,6,15580
-1116,-715,16636,244,5,16688
-7,2394,14180,191,7,14380
-2029,2799,14393,222,6,14802
-1970,-646,9852,245,5,10067
-1211,1844,16044,192,7,16194
-1083,2067,17144,223,6,17302
-1320,-486,19813,246,5,19862
-1332,2704,15342,193,7,15635
639,-1107,19686,247,5,19727
-568,2824,15641,194,7,15904
-1603,1516,14476,225,6,14643
-997,-643,16211,248,5,16254
866,1740,16420,195,7,16534
-919,1740,13533,226,6,13675
-2228,-166,16438,249,5,16589
-1261,1810,14933,196,7,15095
-1640,1877,14479,227,6,14691
-283,-955,15066,250,5,15098
-1214,2469,15679,228,6,15918
-2020,-1806,21783,251,5,21950
-2121,2251,15889,229,6,16187
-2246,-1416,20644,252,5,20814
-2500,1093,14682,199,7,14933
-2375,817,19211,1,4,19374
-1928,2664,17279,230,6,17589
1827,257,14390,200,7,14507
-2402,1458,16655,231,6,16890
-1682,-628,19911,254,5,19991
466,2758,14445,201,7,14713
-1296,836,14878,232,6,14957
-1630,-1377,17212,255,5,17343
-3488,986,15858,233,6,16266
-974,751,16909,203,7,16953
-1739,2455,16939,234,6,17204
-356,554,16733,1,5,16745
-1370,-1800,17415,2,5,17561
-881,-1446,15191,205,7,15285
-2499,3066,17738,236,6,18173
-567,1639,16094,206,7,16187
-1596,381,14996,237,6,15085
-616,3355,14216,207,7,14619
-803,1085,16201,238,6,16257
-1699,-1660,17331,5,5,17493
-1881,2390,17520,208,7,17782
-1773,510,15972,239,6,16078
-1467,-1943,15941,6,5,16125
-759,1801,16060,209,7,16178
-2692,2266,16988,240,6,17348
-875,-573,18350,7,5,18379
566,2110,16364,210,7,16509
-2135,334,16928,241,6,17065
-1566,-1609,15662,8,5,15822
922,4059,14017,211,7,14621
-1209,-313,16878,212,7,16924
-1637,1916,18456,243,6,18627
482,-2928,16338,10,5,16605
-817,-638,17411,213,7,17441
-1274,2325,18151,244,6,18343
-1,-1106,17256,11,5,17291
-872,1832,17793,214,7,17908
-1593,3803,9842,245,6,10670
-63,-957,14039,12,5,14071
757,-176,16964,215,7,16981
-2751,3016,19948,246,6,20361
-1207,-377,16567,13,5,16615
396,499,15235,216,7,15248
-772,-194,18296,14,5,18313
-1680,2027,17397,217,7,17595
-2795,1931,12820,248,6,13262
-959,-2112,15656,15,5,15826
-484,887,18946,218,7,18972
-1543,-1222,12967,249,6,13115
-711,-1389,18344,16,5,18410
-2759,3698,19759,219,7,20290
-1864,2271,20493,250,6,20702
-735,-1737,16767,17,5,16872
-2032,529,15825,251,6,15963
-1267,-1553,15788,18,5,15914
-1086,4122,16385,222,7,16930
-1107,418,14099,253,6,14148
-711,-835,15694,20,5,15732
-1633,646,15586,223,7,15684
-1211,1097,14536,254,6,14627
-91,-254,12485,21,5,12487
-837,1036,10605,255,6,10688
-409,-1342,15593,22,5,15655
-247,-280,16366,23,5,16370
570,-699,9006,24,5,9051
-889,1134,18307,2,6,18363
-1387,-2564,16555,25,5,16809
-81,2122,15109,3,6,15257
-98,-525,15715,26,5,15724
-1031,1936,16584,4,6,16728
-1506,-113,17614,27,5,17678
-929,312,14763,230,7,14795
-1342,3641,15734,5,6,16205
-296,-777,15556,28,5,15578
-5,992,15623,231,7,15654
-1348,3318,13795,6,6,14252
-1161,-317,15724,29,5,15769
-731,2680,15734,232,7,15977
464,3120,15755,7,6,16067
1031,-787,16934,30,5,16983
-1293,2060,16328,233,7,16508
-2,1367,16254,8,6,16311
-243,294,16704,31,5,16708
-3053,3857,15688,234,7,16441
-1059,-995,16732,9,6,16794
-81,-2520,16919,32,5,17105
-69,2353,16636,235,7,16801
-1545,-931,16118,10,6,16218
-199,-2332,18031,33,5,18182
288,1678,16747,236,7,16833
-1007,-1446,18068,11,6,18153
-2210,2424,17504,237,7,17808
-501,-319,15075,12,6,15086
501,-2431,18816,35,5,18979
